Author,Year,DOI,Plant.sp,Assoc.sp,Intxn.type,Assoc.type,Pop1,Pop2,Plant.Fst,Assoc.Fst,Geog.dist.km,Entry.by,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,MIN,VRH,0.49681566,0.2311896,1856.23086,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,MON,VRH,0.30217064,0.24532865,520.529296,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,RIE,VRH,0.34592492,0.24831492,327.986309,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,RIL,VRH,0.3028774,0.27886277,820.238626,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,RUC,VRH,0.27131319,0.26429846,148.614123,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,SCA,VRH,0.31991469,0.25343478,784.741274,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,TRO,VRH,0.37123542,0.30841717,737.817257,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,TUL,VRH,0.34832311,0.26542642,982.26316,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,VIV,VRH,0.29514017,0.21051169,462.409232,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,ASP,WOL,0.27765449,0.24824867,1112.91412,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BAL,WOL,0.14820936,0.25905863,134.957747,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BAZ,WOL,0.2001697,0.2220314,807.584296,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BDL,WOL,0.34391437,0.22676291,442.641603,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BEG,WOL,0.17867941,0.25612609,396.074136,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BOK,WOL,0.33948293,0.29629139,911.392229,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BOL,WOL,0.33314209,0.3392842,283.661683,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,BOV,WOL,0.20501266,0.22728648,619.287407,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,CAP,WOL,0.15266521,0.25518911,950.395785,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,CAS,WOL,0.27042085,0.27997489,516.97255,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,CUE,WOL,0.36499572,0.24075253,1362.26293,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DES,WOL,0.14092142,0.31105104,971.833199,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DIO,WOL,0.17727951,0.48488057,630.254878,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DIP,WOL,0.12952764,0.29601585,355.78322,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,DZE,WOL,0.15169945,0.26203638,1330.07399,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,GJE,WOL,0.15696252,0.28609268,416.22604,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HAJ,WOL,0.37282383,0.29701643,826.574553,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HOD,WOL,0.18091716,0.32848556,759.262759,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HOL,WOL,0.29794742,0.22527046,554.767871,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,HOS,WOL,0.17603241,0.26627181,201.950794,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,KBA,WOL,0.14579546,0.21203327,528.000219,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,KET,WOL,0.1355174,0.46543762,646.775962,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,KOZ,WOL,0.19495236,0.33087539,1161.31158,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,KRU,WOL,0.21642346,0.40451362,1107.82602,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,LAU,WOL,0.24012092,0.29136923,1266.16255,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,LEM,WOL,0.2618345,0.24394096,448.673305,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,LJU,WOL,0.19637018,0.26212749,1198.44508,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,MAR,WOL,0.16000586,0.3059699,709.417825,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,MIN,WOL,0.38696314,0.28413982,1671.77111,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,MON,WOL,0.13905971,0.26719257,346.078662,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,RIE,WOL,0.3045034,0.26283758,679.082158,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,RIL,WOL,0.15087004,0.31761232,1202.9198,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,RUC,WOL,0.1904995,0.26827981,361.218959,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,SCA,WOL,0.25667268,0.30670544,721.830677,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,TRO,WOL,0.26196207,0.31576913,364.493979,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,TUL,WOL,0.26739354,0.31085867,1334.36013,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,VIV,WOL,0.25142351,0.24364084,385.820797,jby,
Triponez,2014,10.1111/jbi.12456,Lysimachia vulgaris,Macropis europaea,Mutualism,Insect,VRH,WOL,0.30823514,0.2467282,426.466438,jby,
Boyle,2019,10.3389/fevo.2019.00206,Vachellia drepanolobium,Crematogaster mimosae,Mutualism,Insect,NE,SE,0.057,0.15,212.4657538,jby,
Boyle,2019,10.3389/fevo.2019.00206,Vachellia drepanolobium,Crematogaster nigriceps,Mutualism,Insect,NE,SE,0.057,0.461,212.4657538,jby,
Boyle,2019,10.3389/fevo.2019.00206,Vachellia drepanolobium,Crematogaster nigriceps,Mutualism,Insect,NE,SW,-0.008,0.406,145.9958457,jby,
Boyle,2019,10.3389/fevo.2019.00206,Vachellia drepanolobium,Crematogaster nigriceps,Mutualism,Insect,NE,NW,0.345,0.72,90.94546322,jby,
Boyle,2019,10.3389/fevo.2019.00206,Vachellia drepanolobium,Crematogaster nigriceps,Mutualism,Insect,SE,SW,-0.011,0.308,94.57596924,jby,
Boyle,2019,10.3389/fevo.2019.00206,Vachellia drepanolobium,Crematogaster nigriceps,Mutualism,Insect,SE,NW,0.276,0.678,220.9957155,jby,
Boyle,2019,10.3389/fevo.2019.00206,Vachellia drepanolobium,Crematogaster nigriceps,Mutualism,Insect,SW,NW,0.205,0.521,129.5556014,jby,
Boyle,2019,10.3389/fevo.2019.00206,Vachellia drepanolobium,Tetraponera penzigi,Mutualism,Insect,NE,SE,0.057,0.397,212.4657538,jby,
Boyle,2019,10.3389/fevo.2019.00206,Vachellia drepanolobium,Tetraponera penzigi,Mutualism,Insect,NE,SW,-0.008,0.629,145.9958457,jby,
Boyle,2019,10.3389/fevo.2019.00206,Vachellia drepanolobium,Tetraponera penzigi,Mutualism,Insect,NE,NW,0.345,0.722,90.94546322,jby,
Boyle,2019,10.3389/fevo.2019.00206,Vachellia drepanolobium,Tetraponera penzigi,Mutualism,Insect,SE,SW,-0.011,0.337,94.57596924,jby,
Boyle,2019,10.3389/fevo.2019.00206,Vachellia drepanolobium,Tetraponera penzigi,Mutualism,Insect,SE,NW,0.276,0.581,220.9957155,jby,
Boyle,2019,10.3389/fevo.2019.00206,Vachellia drepanolobium,Tetraponera penzigi,Mutualism,Insect,SW,NW,0.205,0.694,129.5556014,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ning,Ding,0.072345,0.216826,1220.624264,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ning,Wan,0.089193,0.257528,1284.232207,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ding,Wan,0.04299,0.07393,100.6531971,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ning,VH,0.025938,0.291817,1531.894406,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ding,VH,0.062582,0.293791,532.4969377,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Wan,VH,0.054979,0.394577,584.0725185,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ning,CP,0.034005,0.325691,1581.557577,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ding,CP,0.085389,0.308636,486.9175149,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Wan,CP,0.065909,0.407105,517.0180582,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,VH,CP,0.012203,0.039968,135.83247,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ning,NP,0.065421,0.237355,1697.212517,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ding,NP,0.074011,0.232982,485.1985843,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Wan,NP,0.07954,0.330211,452.5099679,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,VH,NP,0.042203,-0.00107,439.4938733,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,CP,NP,0.054962,0.020312,304.2235717,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ning,MH,0.050541,0.503004,2004.069795,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ding,MH,0.074833,0.439287,1058.415434,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Wan,MH,0.079684,0.494089,1095.874723,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,VH,MH,0.02965,0.454579,533.6398038,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,CP,MH,0.060627,0.469843,579.1860905,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,NP,MH,0.054129,0.404953,785.0013852,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ning,ML,0.040726,0.549712,1920.641935,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ding,ML,0.056697,0.480449,938.5707182,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Wan,ML,0.055123,0.531266,973.1492539,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,VH,ML,0.017005,0.507109,421.0069845,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,CP,ML,0.047395,0.525629,456.1322995,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,NP,ML,0.038241,0.463754,661.7489092,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,MH,ML,0.022996,0.059301,125.3029566,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ning,CS,0.060262,0.479126,2234.050341,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ding,CS,0.05478,0.413665,1144.852791,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Wan,CS,0.053164,0.463323,1150.593147,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,VH,CS,0.026439,0.434746,702.3015063,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,CP,CS,0.066164,0.452975,673.3987103,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,NP,CS,0.043082,0.387482,736.5565962,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,MH,CS,0.045095,0.032902,364.112388,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,ML,CS,0.008488,0.036591,360.5092919,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ning,TNP,0.079548,0.461679,2394.708343,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ding,TNP,0.101488,0.398451,1247.93783,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Wan,TNP,0.113424,0.447533,1235.311508,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,VH,TNP,0.076567,0.466326,872.4924771,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,CP,TNP,0.096199,0.483369,813.5531812,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,NP,TNP,0.069063,0.409122,789.8693574,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,MH,TNP,0.057945,0.458584,600.230709,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,ML,TNP,0.047579,0.48567,586.3191614,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,CS,TNP,0.046233,0.412837,236.2039687,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ning,KT,0.098269,0.539031,1833.091048,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ding,KT,0.112679,0.463882,643.7344936,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Wan,KT,0.117546,0.529593,559.3855944,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,VH,KT,0.044857,0.542387,803.7992461,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,CP,KT,0.082584,0.57489,670.5823086,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,NP,KT,0.081834,0.493651,369.4623765,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,MH,KT,0.056805,0.511028,1125.497009,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,ML,KT,0.043818,0.559676,1007.29636,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,CS,KT,0.079434,0.455121,995.0198974,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,TNP,KT,0.086755,0.352682,967.1699926,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ning,DAL,0.128043,0.451704,2008.214895,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ding,DAL,0.168509,0.369176,871.5265466,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Wan,DAL,0.18144,0.432652,777.48855,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,VH,DAL,0.079668,0.457863,1071.519393,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,CP,DAL,0.114019,0.463796,937.7401505,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,NP,DAL,0.134947,0.377535,634.8360515,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,MH,DAL,0.100851,0.402125,1364.776065,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,ML,DAL,0.088937,0.458031,1251.27011,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,CS,DAL,0.116339,0.371484,1190.221567,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,TNP,DAL,0.136948,0.330271,1117.903167,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ning,HB,0.147873,0.456513,1959.570403,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ding,HB,0.184854,0.373571,845.3265324,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Wan,HB,0.185151,0.426626,748.6349641,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,VH,HB,0.075461,0.464088,1081.816852,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,CP,HB,0.121336,0.473079,950.0539675,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,NP,HB,0.154589,0.39732,651.0012757,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,MH,HB,0.122677,0.376024,1399.846674,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,ML,HB,0.112715,0.418502,1283.888715,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,CS,HB,0.119441,0.332876,1239.99212,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,TNP,HB,0.166836,0.377275,1176.853875,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ning,Wu,0.073234,0.462203,2012.943906,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ding,Wu,0.146415,0.406648,794.5241622,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Wan,Wu,0.15681,0.450041,729.761623,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,VH,Wu,0.071201,0.478479,782.6350261,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,CP,Wu,0.072438,0.504963,648.4860902,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,NP,Wu,0.097138,0.413663,366.2604303,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,MH,Wu,0.061421,0.408995,981.6013218,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,ML,Wu,0.068178,0.458556,875.1455288,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,CS,Wu,0.101107,0.366496,789.008499,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,TNP,Wu,0.115635,0.339055,728.407149,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,KT,Wu,0.041357,0.109817,255.1552419,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,DAL,Wu,0.040615,0.104646,401.2136131,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,HB,Wu,0.079514,0.263007,453.0901083,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ning,CH,0.141658,0.41041,2389.667254,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ding,CH,0.173938,0.374904,1169.168823,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Wan,CH,0.180969,0.422741,1112.598072,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,VH,CH,0.123337,0.423538,1036.149447,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,CP,CH,0.116721,0.45493,917.52805,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,NP,CH,0.159103,0.352223,700.5464522,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,MH,CH,0.141662,0.449435,1039.515335,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,ML,CH,0.122159,0.492656,967.3946816,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,CS,CH,0.148946,0.415887,731.457941,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,TNP,CH,0.172208,0.329716,561.5161163,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,KT,CH,0.062764,0.344605,630.2621322,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,DAL,CH,0.051895,0.302405,660.2190297,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,HB,CH,0.11472,0.378473,730.5327775,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Wu,CH,0.052806,0.248579,390.7648124,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ning,ST,0.181333,0.40518,2999.767002,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ding,ST,0.250918,0.336618,1784.782952,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Wan,ST,0.27284,0.383008,1715.705322,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,VH,ST,0.205486,0.421322,1684.257506,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,CP,ST,0.234129,0.439389,1566.735608,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,NP,ST,0.199818,0.355154,1338.228164,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,MH,ST,0.216528,0.410381,1617.883661,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,ML,ST,0.199129,0.447969,1569.273325,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,CS,ST,0.213884,0.367564,1266.21034,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,TNP,ST,0.206031,0.338816,1039.845253,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,KT,ST,0.172459,0.344331,1174.375092,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,DAL,ST,0.229697,0.335021,1068.159193,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,HB,ST,0.301972,0.32328,1136.361984,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Wu,ST,0.188383,0.327268,990.8255838,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,CH,ST,0.235864,0.340462,649.2147043,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ning,SNP,0.226728,0.422288,3542.797136,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ding,SNP,0.174619,0.418019,2444.637884,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Wan,SNP,0.172877,0.488847,2351.197939,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,VH,SNP,0.20175,0.335146,2543.158447,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,CP,SNP,0.198338,0.34602,2409.643921,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,NP,SNP,0.180635,0.268998,2120.750971,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,MH,SNP,0.19916,0.507292,2618.627809,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,ML,SNP,0.185709,0.561314,2545.955783,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,CS,SNP,0.192212,0.481848,2293.336453,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,TNP,SNP,0.20771,0.52928,2084.700754,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,HB,SNP,0.291362,0.525804,1606.830552,jby,
Yu,2019,10.1111/mmi.15046,Ficus hirta,Valisia spp,Mutualism,Insect,Ning,CI,0.177505,0.522114,3950.303534,jby,
